Ga0393522_01_80_949	CP000240.1:644666-645770|CDS|CYB_0633	96.322	870	32	0	1	870	235	1104	0.0	1425
Ga0393522_01_80_949	CP000239.1:2774240-2775344|CDS|CYA_2753	85.057	870	128	2	1	869	235	1103	0.0	976
Ga0393522_01_1411_3612	CP000240.1:642011-644168|CDS|CYB_0632	98.146	2157	40	0	46	2202	1	2157	0.0	3710
Ga0393522_01_1411_3612	CP000239.1:2771628-2773785|CDS|CYA_2752	87.424	2147	270	0	46	2192	1	2147	0.0	2655
Ga0393522_01_3716_5632	CP000240.1:639991-641908|CDS|CYB_0631	96.818	1917	61	0	1	1917	1	1917	0.0	3183
Ga0393522_01_3716_5632	CP000239.1:2769532-2771449|CDS|CYA_2751	87.063	1917	248	0	1	1917	1	1917	0.0	2340
Ga0393522_01_5893_6366	CP000240.1:637943-638417|CDS|CYB_0627	97.890	474	10	0	1	474	1	474	0.0	810
Ga0393522_01_5893_6366	CP000239.1:2768829-2769303|CDS|CYA_2749	86.920	474	62	0	1	474	1	474	6.11e-165	576
Ga0393522_01_6363_6623	CP000240.1:637686-637947|CDS|CYB_0628	96.935	261	8	0	1	261	1	261	7.14e-123	435
Ga0393522_01_6363_6623	CP000239.1:2768581-2768833|CDS|CYA_2750	90.222	225	22	0	1	225	1	225	2.50e-84	307
Ga0393522_01_6971_8380	CP000240.1:635935-637345|CDS|CYB_0626	96.879	1410	44	0	1	1410	1	1410	0.0	2345
Ga0393522_01_6971_8380	CP000239.1:255873-257310|CDS|CYA_0254	83.321	1361	217	4	1	1359	1	1353	0.0	1423
Ga0393522_01_8492_9241	CP000240.1:635074-635824|CDS|CYB_0625	96.800	750	24	0	1	750	1	750	0.0	1245
Ga0393522_01_8492_9241	CP000239.1:255047-255797|CDS|CYA_0252	78.668	736	157	0	15	750	15	750	9.20e-178	620
Ga0393522_01_9325_10215	CP000240.1:634115-635006|CDS|CYB_0624	98.765	891	11	0	1	891	1	891	0.0	1558
Ga0393522_01_9325_10215	CP000239.1:2302544-2303405|CDS|CYA_2300	80.896	848	162	0	1	848	1	848	0.0	800
Ga0393522_01_10725_11123	CP000240.1:633207-633606|CDS|CYB_0622	99.749	399	1	0	1	399	1	399	0.0	716
Ga0393522_01_10725_11123	CP000239.1:1747941-1748325|CDS|CYA_1742	85.920	348	47	2	1	347	1	347	8.09e-112	400
Ga0393522_01_11120_12934	CP000240.1:631291-633211|CDS|CYB_0623	98.843	1815	21	0	1	1815	106	1920	0.0	3179
Ga0393522_01_11120_12934	CP000239.1:1745845-1747699|CDS|CYA_1741	87.048	1714	219	1	2	1715	68	1778	0.0	2089
Ga0393522_01_13291_14130	CP000239.1:675282-676173|CDS|CYA_0665	82.446	826	139	4	5	827	44	866	0.0	824
Ga0393522_01_14499_16571	CP000240.1:626982-629181|CDS|CYB_0617	97.663	2097	25	1	1	2073	103	2199	0.0	3579
Ga0393522_01_14499_16571	CP000239.1:672501-674634|CDS|CYA_0663	77.412	2094	389	9	1	2073	103	2133	0.0	1680
Ga0393522_01_16568_17239	CP000240.1:626314-626986|CDS|CYB_0618	94.940	672	34	0	1	672	1	672	0.0	1059
Ga0393522_01_16568_17239	CP000239.1:671833-672505|CDS|CYA_0664	89.286	672	72	0	1	672	1	672	0.0	888
Ga0393522_01_17650_18105	CP000240.1:593128-593842|CDS|CYB_0586	78.261	368	68	1	97	452	684	317	1.30e-84	310
Ga0393522_01_18148_18420	CP000240.1:625288-625561|CDS|CYB_0615	100.000	273	0	0	1	273	1	273	3.18e-140	493
Ga0393522_01_18148_18420	CP000240.1:592182-593079|CDS|CYB_0585	78.571	280	29	2	1	273	1	256	5.06e-68	254
Ga0393522_01_18148_18420	CP000239.1:877466-878363|CDS|CYA_0871	75.269	279	38	2	1	272	1	255	1.55e-55	212
Ga0393522_01_18417_19085	CP000240.1:624599-625292|CDS|CYB_0614	95.815	693	5	1	1	669	1	693	0.0	1137
Ga0393522_01_18417_19085	CP000240.1:592182-593079|CDS|CYB_0585	84.454	669	80	1	1	669	253	897	0.0	755
Ga0393522_01_18417_19085	CP000239.1:877466-878363|CDS|CYA_0871	82.628	662	91	1	1	662	253	890	0.0	693
Ga0393522_01_19186_20580	CP000240.1:623104-624499|CDS|CYB_0613	99.355	1395	9	0	1	1395	1	1395	0.0	2476
Ga0393522_01_19186_20580	CP000239.1:670059-671454|CDS|CYA_0662	87.814	1395	170	0	1	1395	1	1395	0.0	1750
Ga0393522_01_20589_21200	CP000240.1:622508-623096|CDS|CYB_0612	98.621	580	6	1	1	578	1	580	0.0	1008
Ga0393522_01_20589_21200	CP000239.1:669297-669954|CDS|CYA_0661	87.435	573	70	2	16	587	82	653	0.0	702
Ga0393522_01_21215_21520	CP000240.1:622201-622504|CDS|CYB_0611	97.659	299	7	0	1	299	1	299	1.64e-144	508
Ga0393522_01_21628_22206	CP000240.1:621482-622094|CDS|CYB_0610	99.827	579	1	0	1	579	34	612	0.0	1040
Ga0393522_01_21628_22206	CP000239.1:668110-668722|CDS|CYA_0659	89.446	578	61	0	2	579	35	612	0.0	768
Ga0393522_01_22187_22534	CP000239.1:667501-668083|CDS|CYA_0658	87.454	271	28	1	1	271	316	580	7.02e-93	337
Ga0393522_01_22572_22847	CP000239.1:667501-668083|CDS|CYA_0658	90.614	277	25	1	1	276	1	277	5.12e-106	379
Ga0393522_01_22865_23500	CP000240.1:620233-620869|CDS|CYB_0608	98.738	634	8	0	1	634	1	634	0.0	1108
Ga0393522_01_22865_23500	CP000239.1:666851-667484|CDS|CYA_0657	88.836	636	68	1	1	636	1	633	0.0	826
Ga0393522_01_23617_25671	CP000240.1:617631-620106|CDS|CYB_0607	99.465	2055	11	0	1	2055	421	2475	0.0	3657
Ga0393522_01_23617_25671	CP000239.1:664228-666703|CDS|CYA_0656	90.754	2055	190	0	1	2055	421	2475	0.0	2850
Ga0393522_02_755_1771	CP000240.1:799725-800742|CDS|CYB_0777	98.328	1017	17	0	1	1017	1	1017	0.0	1758
Ga0393522_02_755_1771	CP000239.1:265864-266866|CDS|CYA_0261	86.108	1015	126	1	1	1015	1	1000	0.0	1205
Ga0393522_02_1966_3672	CP000240.1:797823-799530|CDS|CYB_0776	98.770	1707	21	0	1	1707	1	1707	0.0	2984
Ga0393522_02_1966_3672	CP000239.1:2641478-2643185|CDS|CYA_2624	81.818	1705	310	0	1	1705	1	1705	0.0	1678
Ga0393522_02_3718_4425	CP000240.1:797070-797778|CDS|CYB_0775	98.305	708	12	0	1	708	1	708	0.0	1223
Ga0393522_02_3718_4425	CP000239.1:2640744-2641452|CDS|CYA_2623	84.746	708	108	0	1	708	1	708	0.0	791
Ga0393522_02_4422_5240	CP000240.1:796255-797074|CDS|CYB_0774	98.413	819	13	0	1	819	1	819	0.0	1419
Ga0393522_02_4422_5240	CP000239.1:2639929-2640748|CDS|CYA_2622	83.178	749	126	0	1	749	1	749	0.0	783
Ga0393522_02_5306_5446	CP000240.1:796049-796199|CDS|CYB_0773	98.582	141	2	0	1	141	10	150	3.58e-66	246
Ga0393522_02_5569_6813	CP000240.1:794682-795936|CDS|CYB_0772	97.586	1243	30	0	1	1243	10	1252	0.0	2107
Ga0393522_02_5569_6813	CP000239.1:2638448-2639702|CDS|CYA_2621	83.764	1238	201	0	1	1238	10	1247	0.0	1327
Ga0393522_02_7056_7400	CP000240.1:793827-794172|CDS|CYB_0771	99.710	345	1	0	1	345	1	345	1.43e-177	618
Ga0393522_02_7056_7400	CP000239.1:569379-569727|CDS|CYA_0555	69.143	350	93	2	1	341	1	344	2.00e-36	150
Ga0393522_02_7642_9519	CP000240.1:791708-793724|CDS|CYB_0770	96.109	1876	73	0	1	1876	139	2014	0.0	3055
Ga0393522_02_7642_9519	CP000239.1:567086-569000|CDS|CYA_0554	87.895	1834	218	2	45	1876	81	1912	0.0	2302
Ga0393522_02_9585_9953	CP000240.1:791274-791643|CDS|CYB_0768	88.076	369	44	0	1	369	1	369	1.75e-132	468
Ga0393522_02_9585_9953	CP000239.1:566653-567022|CDS|CYA_0552	86.792	371	45	2	1	369	1	369	6.96e-125	444
Ga0393522_02_9950_11032	CP000240.1:790195-791278|CDS|CYB_0769	96.584	1083	37	0	1	1083	1	1083	0.0	1787
Ga0393522_02_9950_11032	CP000239.1:565574-566657|CDS|CYA_0553	89.104	1083	118	0	1	1083	1	1083	0.0	1422
Ga0393522_02_11562_12056	CP000240.1:789171-789684|CDS|CYB_0766	97.576	495	12	0	1	495	19	513	0.0	839
Ga0393522_02_11562_12056	CP000239.1:562721-563216|CDS|CYA_0548	86.492	496	65	2	1	495	1	495	1.23e-167	586
Ga0393522_02_12512_13363	CP000240.1:652536-653388|CDS|CYB_0642	98.239	852	15	0	1	852	1	852	0.0	1470
Ga0393522_02_12512_13363	CP000239.1:1957238-1958108|CDS|CYA_1945	81.991	844	152	0	1	844	1	844	0.0	838
Ga0393522_02_13442_14530	CP000240.1:653483-654602|CDS|CYB_0643	99.908	1089	1	0	1	1089	31	1119	0.0	1960
Ga0393522_02_14645_15010	CP000240.1:654686-655052|CDS|CYB_0644	99.727	366	1	0	1	366	1	366	0.0	656
Ga0393522_02_14645_15010	CP000239.1:2088581-2088947|CDS|CYA_2069	85.792	366	52	0	1	366	1	366	5.31e-120	426
Ga0393522_02_15091_15516	CP000240.1:655132-655558|CDS|CYB_0645	99.531	426	2	0	1	426	1	426	0.0	760
Ga0393522_02_15091_15516	CP000239.1:2089021-2089474|CDS|CYA_2070	77.263	453	76	3	1	426	1	453	6.24e-101	364
Ga0393522_02_16062_17537	CP000240.1:656103-657579|CDS|CYB_0646	99.526	1476	7	0	1	1476	1	1476	0.0	2631
Ga0393522_02_16062_17537	CP000239.1:2089671-2091147|CDS|CYA_2071	87.805	1476	180	0	1	1476	1	1476	0.0	1851
Ga0393522_03_921_1727	CP000240.1:878589-879339|CDS|CYB_0845	96.533	750	26	0	58	807	1	750	0.0	1236
Ga0393522_03_1860_2420	CP000240.1:879471-879990|CDS|CYB_0846	98.651	519	7	0	43	561	1	519	0.0	905
Ga0393522_03_9773_10687	CP000240.1:880479-881394|CDS|CYB_0847	99.344	915	6	0	1	915	1	915	0.0	1624
Ga0393522_03_9773_10687	CP000239.1:1237545-1238460|CDS|CYA_1227	80.132	911	181	0	1	911	1	911	0.0	828
Ga0393522_03_10760_11209	CP000240.1:881471-881912|CDS|CYB_0848	98.409	440	7	0	10	449	1	440	0.0	763
Ga0393522_03_10760_11209	CP000239.1:1236951-1237392|CDS|CYA_1226	81.818	440	80	0	10	449	1	440	4.45e-122	434
Ga0393522_03_11391_12326	CP000240.1:882042-883038|CDS|CYB_0849	97.756	936	21	0	1	936	61	996	0.0	1594
Ga0393522_03_11391_12326	CP000239.1:1235826-1236822|CDS|CYA_1224	84.936	936	141	0	1	936	61	996	0.0	1053
Ga0393522_03_12351_13310	CP000240.1:883062-884091|CDS|CYB_0850	98.958	960	10	0	1	960	70	1029	0.0	1687
Ga0393522_03_12351_13310	CP000239.1:2369786-2370812|CDS|CYA_2362	91.250	960	84	0	1	960	67	1026	0.0	1353
Ga0393522_03_13601_14557	CP000240.1:884300-885257|CDS|CYB_0851	94.775	957	50	0	1	957	1	957	0.0	1501
Ga0393522_03_13601_14557	CP000239.1:2368607-2369564|CDS|CYA_2361	87.800	959	113	4	1	957	1	957	0.0	1188
Ga0393522_03_14661_15719	CP000240.1:885360-886419|CDS|CYB_0852	97.262	1059	29	0	1	1059	1	1059	0.0	1780
Ga0393522_03_14661_15719	CP000239.1:2367487-2368546|CDS|CYA_2360	86.969	1059	138	0	1	1059	1	1059	0.0	1288
Ga0393522_03_15851_16636	CP000240.1:886555-887974|CDS|CYB_0853	97.583	786	19	0	1	786	634	1419	0.0	1333
Ga0393522_03_15851_16636	CP000239.1:2365934-2367356|CDS|CYA_2359	93.121	785	54	0	2	786	638	1422	0.0	1173
Ga0393522_03_16636_16822	CP000240.1:886555-887974|CDS|CYB_0853	100.000	187	0	0	1	187	634	448	1.02e-93	338
Ga0393522_03_16636_16822	CP000239.1:2365934-2367356|CDS|CYA_2359	91.935	186	15	0	2	187	636	451	1.51e-72	269
Ga0393522_04_84_518	CP000240.1:1331509-1331944|CDS|CYB_1274	100.000	435	0	0	1	435	1	435	0.0	785
Ga0393522_04_84_518	CP000239.1:2882339-2882792|CDS|CYA_2864	79.808	416	82	2	21	435	39	453	1.83e-101	365
Ga0393522_04_828_1262	CP000240.1:1330655-1331201|CDS|CYB_1272	94.713	435	23	0	1	435	112	546	0.0	682
Ga0393522_04_1836_2366	CP000240.1:1329386-1330193|CDS|CYB_1271	97.740	531	12	0	1	531	277	807	0.0	904
Ga0393522_04_2677_3144	CP000240.1:1328937-1329297|CDS|CYB_1270	97.493	359	9	0	110	468	2	360	3.56e-174	608
Ga0393522_04_3591_5186	CP000240.1:1327063-1328677|CDS|CYB_1269	96.406	1614	31	1	10	1596	1	1614	0.0	2670
Ga0393522_04_3591_5186	CP000239.1:1233033-1234773|CDS|CYA_1221	84.224	1591	227	2	1	1567	91	1681	0.0	1751
Ga0393522_04_5440_6315	CP000240.1:1325695-1326781|CDS|CYB_1268	98.737	871	11	0	6	876	216	1086	0.0	1522
Ga0393522_04_5440_6315	CP000239.1:1231948-1233025|CDS|CYA_1220	87.719	855	105	0	3	857	207	1061	0.0	1069
Ga0393522_04_6542_7669	CP000240.1:1324327-1325515|CDS|CYB_1267	97.928	1110	23	0	1	1110	58	1167	0.0	1899
Ga0393522_04_7724_8317	CP000240.1:31634-32228|CDS|CYB_0025	96.801	594	19	0	1	594	1	594	0.0	986
Ga0393522_04_7724_8317	CP000239.1:1778901-1779495|CDS|CYA_1772	96.801	594	19	0	1	594	1	594	0.0	986
Ga0393522_04_7724_8317	CP000239.1:2434480-2435074|CDS|CYA_2425	96.633	594	20	0	1	594	1	594	0.0	982
Ga0393522_04_7724_8317	CP000239.1:411427-412021|CDS|CYA_0397	96.633	594	20	0	1	594	1	594	0.0	982
Ga0393522_04_7724_8317	CP000239.1:2402867-2403461|CDS|CYA_2392	96.296	594	22	0	1	594	1	594	0.0	973
Ga0393522_04_7724_8317	CP000239.1:819297-819891|CDS|CYA_0808	96.296	594	22	0	1	594	1	594	0.0	973
Ga0393522_04_7724_8317	CP000239.1:2709545-2710163|CDS|CYA_2694	94.175	618	12	1	1	594	1	618	0.0	970
Ga0393522_04_7724_8317	CP000239.1:732513-733107|CDS|CYA_0727	96.128	594	23	0	1	594	1	594	0.0	968
Ga0393522_04_7724_8317	CP000239.1:1898603-1899197|CDS|CYA_1891	95.960	594	24	0	1	594	1	594	0.0	964
Ga0393522_04_7724_8317	CP000239.1:1446255-1446849|CDS|CYA_1439	95.960	594	24	0	1	594	1	594	0.0	964
Ga0393522_04_7724_8317	CP000239.1:2018987-2019605|CDS|CYA_2002	93.204	618	18	1	1	594	1	618	0.0	943
Ga0393522_04_7724_8317	CP000239.1:1948621-1949239|CDS|CYA_1937	93.204	618	18	1	1	594	1	618	0.0	943
Ga0393522_04_7724_8317	CP000240.1:22428-23022|CDS|CYB_0019	95.118	594	29	0	1	594	1	594	0.0	941
Ga0393522_04_7724_8317	CP000239.1:2450192-2450786|CDS|CYA_2439	94.949	594	30	0	1	594	1	594	0.0	937
Ga0393522_04_7724_8317	CP000239.1:2259861-2260479|CDS|CYA_2250	92.880	618	20	1	1	594	1	618	0.0	934
Ga0393522_04_7724_8317	CP000239.1:606571-607189|CDS|CYA_0595	92.880	618	20	1	1	594	1	618	0.0	934
Ga0393522_04_7724_8317	CP000239.1:363923-364541|CDS|CYA_0346	92.880	618	20	1	1	594	1	618	0.0	934
Ga0393522_04_7724_8317	CP000239.1:2598423-2599041|CDS|CYA_2572	92.718	618	21	1	1	594	1	618	0.0	930
Ga0393522_04_7724_8317	CP000239.1:1479753-1480371|CDS|CYA_1472	92.718	618	21	1	1	594	1	618	0.0	930
Ga0393522_04_7724_8317	CP000239.1:2698805-2699423|CDS|CYA_2684	92.557	618	22	1	1	594	1	618	0.0	925
Ga0393522_04_7724_8317	CP000239.1:1644319-1644937|CDS|CYA_1645	92.557	618	22	1	1	594	1	618	0.0	925
Ga0393522_04_7724_8317	CP000239.1:1384976-1385594|CDS|CYA_1374	92.233	618	24	1	1	594	1	618	0.0	916
Ga0393522_04_8916_9404	CP000240.1:32082-33315|CDS|CYB_0026	94.479	489	27	0	1	489	745	1233	0.0	761
Ga0393522_04_8916_9404	CP000240.1:1256770-1257394|CDS|CYB_1210	94.274	489	28	0	1	489	136	624	0.0	756
Ga0393522_04_8916_9404	CP000239.1:1445168-1446401|CDS|CYA_1438	91.820	489	40	0	1	489	745	1233	0.0	702
Ga0393522_04_8916_9404	CP000239.1:607043-608261|CDS|CYA_0596	92.827	474	34	0	1	474	745	1218	0.0	702
Ga0393522_04_8916_9404	CP000239.1:818225-819443|CDS|CYA_0807	92.405	474	36	0	1	474	745	1218	0.0	693
Ga0393522_04_8916_9404	CP000239.1:410292-411573|CDS|CYA_0395	86.778	537	23	1	1	489	745	1281	0.0	688
Ga0393522_04_8916_9404	CP000239.1:1644791-1646072|CDS|CYA_1646	86.592	537	24	1	1	489	745	1281	0.0	683
Ga0393522_04_8916_9404	CP000239.1:1478618-1479899|CDS|CYA_1471	86.592	537	24	1	1	489	745	1281	0.0	683
Ga0393522_04_8916_9404	CP000239.1:362788-364069|CDS|CYA_0345	86.592	537	24	1	1	489	745	1281	0.0	683
Ga0393522_04_8916_9404	CP000239.1:2699277-2700558|CDS|CYA_2685	86.406	537	25	1	1	489	745	1281	0.0	679
Ga0393522_04_8916_9404	CP000239.1:1949093-1950374|CDS|CYA_1938	86.406	537	25	1	1	489	745	1281	0.0	679
Ga0393522_04_8916_9404	CP000239.1:731378-732659|CDS|CYA_0726	86.220	537	26	1	1	489	745	1281	0.0	674
Ga0393522_04_8916_9404	CP000239.1:2598895-2600176|CDS|CYA_2573	86.034	537	27	1	1	489	745	1281	0.0	670
Ga0393522_04_8916_9404	CP000239.1:2433345-2434626|CDS|CYA_2424	86.034	537	27	1	1	489	745	1281	0.0	670
Ga0393522_04_8916_9404	CP000239.1:1779349-1780630|CDS|CYA_1773	86.034	537	27	1	1	489	745	1281	0.0	670
Ga0393522_04_8916_9404	CP000239.1:2710017-2711283|CDS|CYA_2695	94.406	429	24	0	1	429	745	1173	0.0	666
Ga0393522_04_8916_9404	CP000240.1:21293-22574|CDS|CYB_0018	85.847	537	28	1	1	489	745	1281	0.0	665
Ga0393522_04_8916_9404	CP000239.1:2403315-2404596|CDS|CYA_2393	85.847	537	28	1	1	489	745	1281	0.0	665
Ga0393522_04_8916_9404	CP000239.1:2258726-2260007|CDS|CYA_2249	85.847	537	28	1	1	489	745	1281	0.0	665
Ga0393522_04_8916_9404	CP000239.1:1897468-1898749|CDS|CYA_1890	85.847	537	28	1	1	489	745	1281	0.0	665
Ga0393522_04_8916_9404	CP000239.1:2450640-2451921|CDS|CYA_2440	85.661	537	29	1	1	489	745	1281	0.0	661
Ga0393522_04_8916_9404	CP000239.1:1385448-1386729|CDS|CYA_1375	85.661	537	29	1	1	489	745	1281	0.0	661
Ga0393522_04_8916_9404	CP000239.1:2017852-2019133|CDS|CYA_2001	85.475	537	30	1	1	489	745	1281	0.0	656
Ga0393522_04_9533_10135	CP000240.1:1323626-1324229|CDS|CYB_1266	97.663	599	14	0	1	599	1	599	0.0	1018
Ga0393522_04_9533_10135	CP000239.1:1231274-1231877|CDS|CYA_1219	84.641	599	92	0	1	599	1	599	0.0	666
Ga0393522_04_10147_11403	CP000240.1:1322409-1323615|CDS|CYB_1265	97.761	1206	27	0	52	1257	1	1206	0.0	2054
Ga0393522_04_11492_11956	CP000240.1:1321805-1322270|CDS|CYB_1264	100.000	465	0	0	1	465	1	465	0.0	839
Ga0393522_04_11492_11956	CP000239.1:1230624-1231089|CDS|CYA_1218	87.965	457	55	0	1	457	1	457	5.99e-165	577
Ga0393522_04_11980_13344	CP000240.1:1320402-1321782|CDS|CYB_1263	98.608	1365	19	0	1	1365	16	1380	0.0	2377
Ga0393522_04_11980_13344	CP000239.1:1229209-1230589|CDS|CYA_1217	86.154	1365	189	0	1	1365	16	1380	0.0	1610
Ga0393522_04_13520_14716	CP000240.1:1319039-1320236|CDS|CYB_1262	99.332	1197	8	0	1	1197	1	1197	0.0	2123
Ga0393522_04_13520_14716	CP000239.1:1227847-1229044|CDS|CYA_1216	88.137	1197	142	0	1	1197	1	1197	0.0	1519
Ga0393522_05_364_1104	CP000240.1:2290063-2290804|CDS|CYB_2183	99.190	741	6	0	1	741	1	741	0.0	1310
Ga0393522_05_364_1104	CP000239.1:917240-917993|CDS|CYA_0909	74.253	703	161	6	12	710	45	731	1.44e-124	444
Ga0393522_05_1250_1435	CP000240.1:2291165-2291351|CDS|CYB_2185	99.462	186	1	0	1	186	1	186	1.50e-91	332
Ga0393522_05_1250_1435	CP000239.1:917056-917242|CDS|CYA_0906	85.227	176	26	0	1	176	1	176	1.83e-52	201
Ga0393522_05_1440_1796	CP000240.1:2291355-2291877|CDS|CYB_2186	99.440	357	2	0	1	357	166	522	0.0	636
Ga0393522_05_1440_1796	CP000239.1:916526-917060|CDS|CYA_0907	81.105	344	65	0	1	344	175	518	3.72e-90	328
Ga0393522_05_2142_2636	CP000240.1:2292056-2292593|CDS|CYB_2187	96.566	495	17	0	1	495	43	537	0.0	817
Ga0393522_05_2142_2636	CP000239.1:915780-916449|CDS|CYA_0905	82.222	495	88	0	1	495	175	669	4.92e-141	497
