og_id	x_start	x_end	num_snps	haplotype_frequencies	db	dS_b	dN_b	pi1	piS_1	piN_1	pi2	piS_2	piN_2	d1A	dS_1A	dN_1A	d1Bp	dS_1Bp	dN_1Bp	d1C	dS_1C	dN_1C	d1_closest	dS1_closest	dN1_closest	d2A	dS_2A	dN_2A	d2Bp	dS_2Bp	dN_2Bp	d2C	dS_2C	dN_2C	d2_closest	dS2_closest	dN2_closest	other_species_hits	donor_species
YSG_0005e	503	639	26	33;3	0.19127444659359596	0.4280973451327432	0.10524193548387112	0.0004298302170642598	0.001567398119122257	0.0	0.0	0.0	0.0				0.19852941176470587	0.09855521155830756	0.22943197897715786				0.18382352941176472	0.09406582016066341	0.22864625302175662				0.0	0.0	0.0				0.0	0.0	0.0	;Ga0393485_06_10702_11424,Ga0393535_022_6538_7263,Ga0374855_002_27769_28494,Ga0374785_040_12806_13531,Ga0374764_017_15775_16500,Ga0374757_034_6711_7436,Ga0374829_006_13590_14315,Ga0393556_006_24102_24827,Ga0374750_038_5819_6544,Ga0393566_011_14369_15094,Ga0374864_31_838_1563,Ga0374867_023_2015_2740,Ga0374851_093_2437_3162,Ga0393488_25_4540_5265,Ga0374871_044_2054_2779,Ga0393514_48_2714_3439,Ga0393560_041_10712_11437,Ga0393558_034_5864_6589,Ga0393546_077_245_970,Ga0374863_063_2238_2963,Ga0374790_024_12760_13485,Ga0374800_007_21619_22344,Ga0374849_142_2014_2739,Ga0374773_026_5819_6544,Ga0374795_007_14622_15347,Ga0374812_07_6561_7286,Ga0374796_002_10539_11264,Ga0374856_015_5825_6550,Ga0374823_04_16841_17566,Ga0393562_007_26230_26955,Ga0393539_038_4397_5122,Ga0393569_110_2245_2970,Ga0374753_044_5910_6635,Ga0393513_029_813_1538,Ga0374759_077_6136_6861,Ga0374768_008_18880_19605,Ga0374878_19_1612_2337,Ga0393522_30_5468_6193,Ga0393496_15_3745_4470,Ga0393502_17_1898_2623,Ga0374765_082_6192_6917,Ga0374724_22_6133_6858,Ga0374869_19_6684_7409,Ga0374781_034_12842_13567,Ga0393449_05_26789_27514,Ga0374745_042_5807_6532,Ga0393466_034_6126_6851,Ga0393450_027_10802_11527,Ga0393497_021_12599_13324,Ga0374791_16_2307_3032,Ga0393451_061_1548_2273,Ga0393478_07_6289_7014,Ga0374748_036_5143_5868,Ga0374763_014_21257_21982,Ga0374761_013_20896_21621,Ga0393540_129_1230_2018	;Bp
YSG_0005iba	307	327	12	30;4	0.5	0.6666666666666667	0.43137254901960687	0.0	0.0	0.0	0.0	0.0	0.0				0.15	0.0	0.15189873417721517	0.6	0.0	0.8048780487804877	0.1	0.0	0.15189873417721517				0.45	0.24	0.5783132530120482	0.0	0.0	0.0	0.0	0.0	0.0	;Ga0374717_03_59410_60453	;C
YSG_0005iba	947	1041	26	31;3	0.28158602150537637	0.5113900828880953	0.20355952624519763	0.0006720430107526882	0.0	0.0009172909341079342	0.0	0.019323671497584544	0.0030441400304414006				0.1702127659574468	0.163265306122449	0.21897810218978106	0.2872340425531915	0.1728395061728395	0.3136327817178881	0.20212765957446807	0.163265306122449	0.21897810218978106				0.18085106382978725	0.05	0.22559241706161137	0.0	0.008064516129032258	0.011520737327188944	0.0	0.008064516129032258	0.011520737327188944	;Ga0374717_03_59410_60453	;C
YSG_0005ibbb	216	297	11	14;11	0.1309523809523809	0.38181818181818233	0.060913705583756236	0.0	0.0	0.0	0.0	0.0	0.0				0.1111111111111111	0.32732316227461855	0.06863110779559868	0.13580246913580246	0.4038461538461537	0.06282722513089009	0.12345679012345678	0.32732316227461855	0.06233766233766237				0.12345679012345678	0.36190476190476195	0.057742782152230984	0.0	0.0	0.0	0.0	0.0	0.0	;Ga0374717_25_7531_8652	;C
YSG_0005ibbb	320	499	8	15;10	0.04644808743169403	0.1242260061919503	0.01663231814365318	0.0	0.0	0.0	0.00546448087431694	0.011842105263157895	0.0030226700251889146				0.16201117318435754	0.020921155347384854	0.21349940240296914	0.07262569832402235	0.012618296529968452	0.09127516778523488	0.0670391061452514	0.012618296529968452	0.09127516778523488				0.17318435754189945	0.02478260869565217	0.22646353988360154	0.027932960893854747	0.009615384615384612	0.03599999999999999	0.027932960893854747	0.009615384615384612	0.03599999999999999	;	;
YSG_0005ibbb	635	663	6	15;10	0.1818181818181824	0.43999999999999906	0.09459459459459471	0.0	0.0	0.0	0.0	0.0	0.0				0.14285714285714285	0.048780487804878044	0.23140495867768596	0.21428571428571427	0.21052631578947367	0.17741935483870966	0.14285714285714285	0.048780487804878044	0.17741935483870966				0.14285714285714285	0.17142857142857143	0.09448818897637795	0.0	0.0	0.0	0.0	0.0	0.0	;Ga0374717_25_7531_8652	;C
YSG_0005ibbb	827	855	5	14;11	0.15151515151515196	0.431372549019607	0.05442176870748304	0.0	0.0	0.0	0.0	0.0	0.0				0.17857142857142858	0.0	0.2033898305084746	0.0	0.0	0.0	0.0	0.0	0.0				0.14285714285714285	0.0	0.2033898305084746	0.17857142857142858	0.14285714285714285	0.15	0.14285714285714285	0.0	0.15	Ga0374717_25_7531_8652;	C;
YSG_0005ibbb	881	948	11	13;12	0.1539351851851857	0.40040460628695956	0.0777537277537276	0.0	0.0	0.0	0.0023148148148148156	0.009090909090909092	0.0				0.16417910447761194	0.14102564102564102	0.2168949771689498	0.16417910447761194	0.06728971962616823	0.18269896193771626	0.13432835820895522	0.06728971962616823	0.18269896193771626				0.1791044776119403	0.011315417256011316	0.21985472154963684	0.0	0.0	0.0	0.0	0.0	0.0	;Ga0374717_25_7531_8652	;C
YSG_0005ibbb	1028	1086	10	14;11	0.19191919191919146	0.3558070370143816	0.13200330180704295	0.0	0.0	0.0	0.002886002886002886	0.0	0.012211668928086835				0.29310344827586204	0.24	0.396694214876033	0.20689655172413793	0.16822429906542058	0.22978723404255322	0.1724137931034483	0.16822429906542058	0.22978723404255322				0.29310344827586204	0.039603960396039604	0.38174273858921165	0.034482758620689655	0.05555555555555555	0.05128205128205128	0.017241379310344827	0.039603960396039604	0.05128205128205128	;Ga0374717_25_7531_8652	;C
YSG_0005j	164	210	10	16;11	0.19607843137254852	0.5348837209302341	0.06363636363636377	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0				0.0	0.0	0.0				0.21739130434782608	0.020547945205479454	0.26649746192893403				0.10869565217391304	0.0	0.11330049261083744	Ga0374757_070_7161_8282,Ga0393492_014_13544_14665,Ga0374750_085_1327_2448,Ga0374759_037_11833_12954,Ga0374744_107_463_1584,Ga0393548_015_11375_12496,Ga0374858_07_16437_17558,Ga0374856_014_5065_6186,Ga0374834_24_5982_7103,Ga0374848_043_2450_3571,Ga0374837_026_6881_8002,Ga0393541_011_14503_15624,Ga0393547_049_2894_4015,Ga0374802_45_2512_3633,Ga0393576_078_3073_4194,Ga0374763_071_551_1672,Ga0393472_073_2773_3894,Ga0374745_045_5860_6981,Ga0374794_026_3480_4601,Ga0374800_041_1872_2993,Ga0374749_040_5025_6146,Ga0374785_047_16152_17273,Ga0374790_012_15881_17002,Ga0374873_36_4833_5954,Ga0393556_002_35373_36494,Ga0374849_069_408_1529,Ga0374756_184_1569_2690,Ga0374884_011_13798_14919,Ga0374764_039_4954_6075,Ga0393539_046_41_1162,Ga0393465_008_22892_24013,Ga0374880_41_479_1600,Ga0393490_026_5293_6414,Ga0393521_019_3097_4218,Ga0374788_170_3143_4264,Ga0374782_177_2448_3569,Ga0374792_035_3102_4223,Ga0393561_012_15873_16994,Ga0374783_021_15885_17006,Ga0374820_031_3074_4195,Ga0374768_130_2453_3574,Ga0374753_038_15921_17042,Ga0393471_32_5354_6475,Ga0374855_022_5827_6948,Ga0393543_093_1203_2345;	Bp;
